Data da venda;Estado;Tarifa de venda e impostos (BRL);Tarifas de envio (BRL);Custo de envio com base nas medidas e peso declarados;Custo por diferenças nas medidas e no peso do pacote;Cancelamentos e reembolsos (BRL);Total (BRL);SKU
26 de janeiro de 2026 23:11 hs.;Etiqueta pronta para imprimir;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 22:58 hs.;Para entregar na coleta do dia 2 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
26 de janeiro de 2026 22:51 hs.;Etiqueta pronta para imprimir;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 22:41 hs.;Etiqueta pronta para imprimir;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 22:33 hs.;Para entregar na coleta do dia 11 de fevereiro;-63,32;;;;;252,64;1-ALLEGRA-PT
26 de janeiro de 2026 22:28 hs.;Venda cancelada. Não envie.;-11,84;-16,41;-16,41;;-74,75;0;1-ALLEGRA-PT
26 de janeiro de 2026 22:27 hs.;Para entregar na coleta do dia 4 de fevereiro;-38,64;-28,45;-28,45;;;268,91;4-ALLEGRA-PT
26 de janeiro de 2026 22:22 hs.;Etiqueta pronta para imprimir;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 22:03 hs.;Para entregar na coleta do dia 3 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
26 de janeiro de 2026 21:54 hs.;Para entregar na coleta do dia 30 de janeiro;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 21:30 hs.;Para entregar na coleta de amanhã;-37,14;-36,44;-36,44;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 21:09 hs.;Para entregar na coleta do dia 10 de fevereiro;-20,79;-22,45;-22,45;;;143,11;2-GRUVYER-PT
26 de janeiro de 2026 20:55 hs.;Para entregar na coleta de amanhã;-14,04;;;;;52,24;1-PASSADEIRA-001
26 de janeiro de 2026 20:43 hs.;Para entregar na coleta do dia 18 de fevereiro;-57,5;-44,45;-44,45;;;398,04;6-ALLEGRA-PT
26 de janeiro de 2026 20:30 hs.;Para entregar na coleta do dia 4 de fevereiro;-39,68;-26,95;-26,95;;;278,37;4-CHIFRE-PT
26 de janeiro de 2026 20:30 hs.;Para entregar na coleta do dia 29 de janeiro;-15,83;-12,99;-12,99;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 20:25 hs.;Para entregar na coleta de amanhã;-31,66;;;;;126,32;1-ALLEGRA-PT
26 de janeiro de 2026 20:21 hs.;Para entregar na coleta do dia 29 de janeiro;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 20:17 hs.;Para entregar na coleta do dia 2 de fevereiro;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 20:10 hs.;Etiqueta pronta para imprimir;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 20:00 hs.;Etiqueta pronta para imprimir;-14,04;;;;;52,24;1-PASSADEIRA-001
26 de janeiro de 2026 19:47 hs.;Etiqueta pronta para imprimir;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 19:39 hs.;Para entregar na coleta do dia 6 de fevereiro;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 19:34 hs.;Para entregar na coleta de amanhã;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 19:21 hs.;Etiqueta pronta para imprimir;-15,83;-12,99;-12,99;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 19:21 hs.;Etiqueta pronta para imprimir;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 18:44 hs.;Etiqueta pronta para imprimir;-20,79;-22,45;-22,45;;;143,11;2-GRUVYER-PT
26 de janeiro de 2026 18:44 hs.;Para entregar na coleta do dia 2 de fevereiro;-11,84;-16,41;-16,41;;;74,74;1-ALLEGRA-PT
26 de janeiro de 2026 18:37 hs.;Para entregar na coleta do dia 30 de janeiro;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 18:35 hs.;Para entregar na coleta do dia 4 de fevereiro;-63,32;;;;;252,64;1-ALLEGRA-PT
26 de janeiro de 2026 18:31 hs.;Para entregar na coleta do dia 2 de fevereiro;-55,66;-28,45;-28,45;;;414,89;4-ALLEGRA-ND
26 de janeiro de 2026 18:29 hs.;Etiqueta pronta para imprimir;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 18:24 hs.;Para entregar na coleta do dia 9 de fevereiro;-72,8;-28,45;-28,45;;;531,75;8-ALLEGRA-PT
26 de janeiro de 2026 18:24 hs.;Etiqueta pronta para imprimir;-10,54;-26,06;-26,06;;;67,74;1-ALLEGRA-PT
26 de janeiro de 2026 18:15 hs.;Etiqueta pronta para imprimir;-23,68;-32,83;-32,83;;;149,49;1-ALLEGRA-PT
26 de janeiro de 2026 18:10 hs.;Etiqueta pronta para imprimir;-15,83;-23,99;-23,99;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 18:01 hs.;Para entregar na coleta do dia 4 de fevereiro;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 18:00 hs.;Etiqueta pronta para imprimir;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 17:58 hs.;Etiqueta pronta para imprimir;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 17:50 hs.;Para entregar na coleta do dia 11 de fevereiro;-24,56;-32,83;-32,83;;;156,11;1-GRUVYER-PT
26 de janeiro de 2026 17:44 hs.;Etiqueta pronta para imprimir;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 17:36 hs.;Venda cancelada. Não envie.;-20,79;-22,45;-22,45;;-143,11;0;2-GRUVYER-PT
26 de janeiro de 2026 17:31 hs.;Etiqueta pronta para imprimir;-20,79;-22,45;-22,45;;;143,11;2-GRUVYER-PT
26 de janeiro de 2026 17:27 hs.;Para entregar na coleta do dia 6 de fevereiro;-77,04;-44,45;-44,45;;;548,41;6-ALLEGRA-ND
26 de janeiro de 2026 17:22 hs.;Etiqueta pronta para imprimir;-46,46;-49,9;-49,9;;;307,68;2-GRUVYER-PT
26 de janeiro de 2026 17:22 hs.;Etiqueta pronta para imprimir;-74,63;-28,45;-28,45;;;578,31;8-GRUVYER-PT
26 de janeiro de 2026 17:17 hs.;Etiqueta pronta para imprimir;-11,84;-16,41;-16,41;;;74,75;1-ALLEGRA-PT
26 de janeiro de 2026 17:16 hs.;Para entregar na coleta do dia 9 de fevereiro;-88,54;-28,45;-28,45;;;652,91;10-ALLEGRA-PT
26 de janeiro de 2026 17:13 hs.;Para entregar na coleta do dia 10 de fevereiro;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 17:11 hs.;Etiqueta pronta para imprimir;-31,66;;;;;126,32;1-ALLEGRA-PT
26 de janeiro de 2026 17:09 hs.;Etiqueta pronta para imprimir;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 17:08 hs.;Para entregar na coleta do dia 13 de fevereiro;-75,67;-44,45;-44,45;;;537,88;8-ALLEGRA-PT
26 de janeiro de 2026 17:04 hs.;Etiqueta pronta para imprimir;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 16:56 hs.;Etiqueta pronta para imprimir;-64,51;-174,94;-174,94;;;394,53;4-ALLEGRA-ND
26 de janeiro de 2026 16:53 hs.;Etiqueta pronta para imprimir;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 16:45 hs.;Para entregar na coleta do dia 29 de janeiro;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 16:34 hs.;Para entregar na coleta do dia 29 de janeiro;-15,83;-10,99;-10,99;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 16:33 hs.;Etiqueta pronta para imprimir;-20,79;-22,45;-22,45;;;143,11;2-GRUVYER-PT
26 de janeiro de 2026 16:31 hs.;Venda cancelada. Não envie.;-77,28;-56,9;-56,9;;-537,82;0;4-ALLEGRA-PT
26 de janeiro de 2026 16:23 hs.;Para entregar na coleta do dia 30 de janeiro;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 16:23 hs.;Para entregar na coleta do dia 3 de fevereiro;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 16:16 hs.;Para entregar na coleta do dia 30 de janeiro;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 16:15 hs.;Etiqueta pronta para imprimir;-20,79;-22,45;-22,45;;;143,11;2-GRUVYER-PT
26 de janeiro de 2026 16:14 hs.;Para entregar na coleta do dia 30 de janeiro;-88,32;-125,95;-125,95;;;553,72;8-ALLEGRA-PT
26 de janeiro de 2026 16:13 hs.;Para entregar na coleta do dia 30 de janeiro;-88,32;-125,95;-125,95;;;553,72;8-ALLEGRA-PT
26 de janeiro de 2026 16:11 hs.;Etiqueta pronta para imprimir;-47,49;;;;;189,48;1-ALLEGRA-PT
26 de janeiro de 2026 15:52 hs.;Para entregar na coleta de amanhã;-63,32;;;;;252,64;1-ALLEGRA-PT
26 de janeiro de 2026 15:44 hs.;Etiqueta pronta para imprimir;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 15:37 hs.;Para entregar na coleta do dia 29 de janeiro;-55,89;-23,45;-23,45;;;406,66;6-ALLEGRA-PT
26 de janeiro de 2026 15:34 hs.;Para entregar na coleta do dia 5 de fevereiro;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 15:25 hs.;Venda cancelada. Não envie.;-37,14;-28,45;-28,45;;-257,41;0;4-ALLEGRA-PT
26 de janeiro de 2026 15:22 hs.;Para entregar na coleta do dia 29 de janeiro;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 15:22 hs.;Etiqueta pronta para imprimir;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 15:13 hs.;Etiqueta pronta para imprimir;-63,32;;;;;252,64;1-ALLEGRA-PT
26 de janeiro de 2026 15:11 hs.;Para entregar na coleta do dia 2 de fevereiro;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 15:04 hs.;Para entregar na coleta do dia 3 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
26 de janeiro de 2026 15:02 hs.;Para entregar na coleta do dia 5 de fevereiro;-23,23;-24,95;-24,95;;;153,84;2-GRUVYER-PT
26 de janeiro de 2026 14:57 hs.;A caminho;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 14:55 hs.;Para entregar na coleta do dia 3 de fevereiro;-63,32;;;;;252,64;1-ALLEGRA-PT
26 de janeiro de 2026 14:53 hs.;A caminho;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 14:51 hs.;A caminho;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 14:45 hs.;Para entregar na coleta de amanhã;-66,7;-28,45;-28,45;;;484,81;8-CHIFRE-PT
26 de janeiro de 2026 14:37 hs.;A caminho;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 14:35 hs.;Para entregar na coleta do dia 3 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
26 de janeiro de 2026 14:27 hs.;Etiqueta pronta para imprimir;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 14:26 hs.;Para entregar na coleta do dia 10 de fevereiro;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 14:23 hs.;Para entregar na coleta do dia 4 de fevereiro;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 14:21 hs.;Para entregar na coleta do dia 4 de fevereiro;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 14:13 hs.;A caminho;-38,64;-28,45;-28,45;;;268,91;4-ALLEGRA-PT
26 de janeiro de 2026 14:12 hs.;Para entregar na coleta do dia 3 de fevereiro;-26,39;-151,44;-151,44;;;97,66;3-CHIFRE-PT
26 de janeiro de 2026 14:04 hs.;A caminho;-57,96;-67,36;-67,36;;;378,68;2-CHIFRE-PT
26 de janeiro de 2026 14:00 hs.;Etiqueta pronta para imprimir;-23,23;-41,94;-41,94;;;153,84;2-GRUVYER-PT
26 de janeiro de 2026 13:57 hs.;A caminho;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 13:26 hs.;Para entregar na coleta do dia 29 de janeiro;-31,66;;;;;126,32;1-ALLEGRA-PT
26 de janeiro de 2026 13:21 hs.;A caminho;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 13:15 hs.;A caminho;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 13:14 hs.;A caminho;-32,64;-26,95;-26,95;;;224,21;3-GRUVYER-PT
26 de janeiro de 2026 13:11 hs.;A caminho;-19,78;-22,45;-22,45;;;129,77;2-CHIFRE-PT
26 de janeiro de 2026 13:09 hs.;A caminho;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 13:08 hs.;Etiqueta pronta para imprimir;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 13:06 hs.;A caminho;-55,89;-23,45;-23,45;;;406,66;6-ALLEGRA-PT
26 de janeiro de 2026 13:02 hs.;Para entregar na coleta do dia 29 de janeiro;-31,66;;;;;126,32;1-ALLEGRA-PT
26 de janeiro de 2026 13:00 hs.;A caminho;-36,78;-63,94;-63,94;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 12:54 hs.;Para entregar na coleta do dia 29 de janeiro;-37,14;-28,45;-28,45;;;257,41;4-ALLEGRA-PT
26 de janeiro de 2026 12:36 hs.;A caminho;-41,58;-44,91;-44,91;;;286,21;2-GRUVYER-PT
26 de janeiro de 2026 12:26 hs.;A caminho;-20,79;-22,45;-22,45;;;143,11;2-GRUVYER-PT
26 de janeiro de 2026 12:22 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 12:21 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 12:20 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 12:18 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 12:15 hs.;Para entregar na coleta de amanhã;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 12:09 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 11:58 hs.;A caminho;-11,84;-16,41;-16,41;;;74,74;1-ALLEGRA-PT
26 de janeiro de 2026 11:57 hs.;A caminho;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 11:52 hs.;A caminho;-55,89;-23,45;-23,45;;;406,66;6-ALLEGRA-PT
26 de janeiro de 2026 11:48 hs.;Etiqueta pronta para imprimir;-83,16;-89,82;-89,82;;;572,42;2-GRUVYER-PT
26 de janeiro de 2026 11:47 hs.;A caminho;-38,64;-28,45;-28,45;;;268,91;4-ALLEGRA-PT
26 de janeiro de 2026 11:45 hs.;Para entregar na coleta do dia 2 de fevereiro;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 11:44 hs.;A caminho;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 11:37 hs.;Para entregar na coleta do dia 4 de fevereiro;-77,04;-44,45;-44,45;;;548,41;6-ALLEGRA-ND
26 de janeiro de 2026 11:27 hs.;A caminho;-20,79;-22,45;-22,45;;;143,11;2-GRUVYER-PT
26 de janeiro de 2026 11:15 hs.;Etiqueta pronta para imprimir;-47,49;;;;;189,48;1-ALLEGRA-PT
26 de janeiro de 2026 11:11 hs.;Para entregar na coleta do dia 3 de fevereiro;-38,97;-191,94;-191,94;;;197,98;2-NANA-ND
26 de janeiro de 2026 11:09 hs.;Para entregar na coleta do dia 30 de janeiro;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 11:06 hs.;Para entregar na coleta do dia 29 de janeiro;-31,66;;;;;126,32;1-ALLEGRA-PT
26 de janeiro de 2026 11:05 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 11:04 hs.;A caminho;-77,28;-56,9;-56,9;;;537,82;4-ALLEGRA-PT
26 de janeiro de 2026 11:02 hs.;Para entregar na coleta do dia 20 de fevereiro;-11,84;-16,41;-16,41;;;74,75;1-ALLEGRA-PT
26 de janeiro de 2026 11:02 hs.;A caminho;-91,2;-56,9;-56,9;;;683,39;10-ALLEGRA-PT
26 de janeiro de 2026 11:01 hs.;A caminho;-91,2;;;;;740,29;10-ALLEGRA-PT
26 de janeiro de 2026 10:58 hs.;Para entregar na coleta do dia 4 de fevereiro;-94,72;-131,32;-131,32;;;597,96;1-ALLEGRA-PT
26 de janeiro de 2026 10:52 hs.;Venda cancelada. Não envie.;-36,78;-26,95;-26,95;;-256,07;0;4-ALLEGRA-PT
26 de janeiro de 2026 10:50 hs.;A caminho;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 10:49 hs.;Pronto para coleta. Está atrasado 1 dia e isso não afetou sua reputação;-55,66;-32,44;-32,44;;;414,89;4-ALLEGRA-ND
26 de janeiro de 2026 10:23 hs.;A caminho;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 10:23 hs.;A caminho;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 10:22 hs.;A caminho;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 10:15 hs.;Para entregar na coleta do dia 2 de fevereiro;-60,26;-44,45;-44,45;;;419,29;6-ALLEGRA-PT
26 de janeiro de 2026 10:13 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 10:11 hs.;Para entregar na coleta de amanhã;-154,08;-88,9;-88,9;;;1096,82;6-ALLEGRA-ND
26 de janeiro de 2026 09:59 hs.;A caminho;-50,64;-49,9;-49,9;;;339,86;2-ALLEGRA-PT
26 de janeiro de 2026 09:56 hs.;Para entregar na coleta do dia 30 de janeiro;-48,07;-125,95;-125,95;;;269,04;4-ALLEGRA-ND
26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;-48,07;-125,95;-125,95;;;269,04;4-ALLEGRA-ND
26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;-48,07;-125,95;-125,95;;;269,04;4-ALLEGRA-ND
26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;-48,07;-125,95;-125,95;;;269,04;4-ALLEGRA-ND
26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;-48,07;-125,95;-125,95;;;269,04;4-ALLEGRA-ND
26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;-48,07;-125,95;-125,95;;;269,04;4-ALLEGRA-ND
26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;-48,07;-125,95;-125,95;;;269,04;4-ALLEGRA-ND
26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;-48,07;-125,95;-125,95;;;269,04;4-ALLEGRA-ND
26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;-48,07;-125,95;-125,95;;;269,04;4-ALLEGRA-ND
26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;-48,07;-125,95;-125,95;;;269,04;4-ALLEGRA-ND
26 de janeiro de 2026 09:55 hs.;Para entregar na coleta do dia 30 de janeiro;-48,07;-125,95;-125,95;;;269,04;4-ALLEGRA-ND
26 de janeiro de 2026 09:54 hs.;Para entregar na coleta do dia 30 de janeiro;-48,07;-125,95;-125,95;;;269,04;4-ALLEGRA-ND
26 de janeiro de 2026 09:53 hs.;Para entregar na coleta do dia 2 de fevereiro;-11,84;-16,41;-16,41;;;74,75;1-ALLEGRA-PT
26 de janeiro de 2026 09:50 hs.;Para entregar na coleta do dia 2 de fevereiro;-22,31;-22,45;-22,45;;;149,24;2-ALLEGRA-PT
26 de janeiro de 2026 09:50 hs.;A caminho;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 09:47 hs.;A caminho;-37,6;-28,45;-28,45;;;260,95;4-ALLEGRA-PT
26 de janeiro de 2026 09:47 hs.;Para entregar na coleta do dia 30 de janeiro;-75,9;-191,94;-191,94;;;458,15;8-ALLEGRA-PT
26 de janeiro de 2026 09:44 hs.;Para entregar na coleta do dia 29 de janeiro;-37,6;-56,44;-56,44;;;260,95;4-ALLEGRA-PT
26 de janeiro de 2026 09:42 hs.;A caminho;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 09:40 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 09:36 hs.;Para entregar na coleta do dia 5 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
26 de janeiro de 2026 09:36 hs.;Para entregar na coleta do dia 3 de fevereiro;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 09:29 hs.;A caminho;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 09:24 hs.;A caminho;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 09:23 hs.;Para entregar na coleta de amanhã;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 08:51 hs.;A caminho;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 08:47 hs.;A caminho;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 08:42 hs.;A caminho;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 08:29 hs.;Para entregar na coleta do dia 20 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
26 de janeiro de 2026 08:15 hs.;A caminho;-38,64;-28,45;-28,45;;;268,91;4-ALLEGRA-PT
26 de janeiro de 2026 08:03 hs.;Para entregar na coleta do dia 11 de fevereiro;-20,79;-22,45;-22,45;;;143,11;2-GRUVYER-PT
26 de janeiro de 2026 08:03 hs.;Para entregar na coleta de amanhã;-31,66;-7,99;-7,99;;;126,32;1-ALLEGRA-PT
26 de janeiro de 2026 07:56 hs.;Pronto para coleta;-13,1;;;;;42,12;1-CREATINA-300G
26 de janeiro de 2026 07:52 hs.;A caminho;-13,1;;;;;42,12;1-CREATINA-300G
26 de janeiro de 2026 07:20 hs.;A caminho;-14,04;;;;;52,24;1-PASSADEIRA-001
26 de janeiro de 2026 07:13 hs.;Para entregar na coleta do dia 30 de janeiro;-15,83;;;;;63,16;1-ALLEGRA-PT
26 de janeiro de 2026 07:03 hs.;A caminho;-19,78;-22,45;-22,45;;;129,77;2-CHIFRE-PT
26 de janeiro de 2026 06:32 hs.;A caminho;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
26 de janeiro de 2026 06:29 hs.;A caminho;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 06:07 hs.;Pronto para coleta;-13,1;;;;;42,12;1-CREATINA-300G
26 de janeiro de 2026 00:44 hs.;A caminho;-66,7;-28,45;-28,45;;;484,81;8-CHIFRE-PT
26 de janeiro de 2026 00:24 hs.;A caminho;-55,66;-28,45;-28,45;;;414,89;4-ALLEGRA-ND
26 de janeiro de 2026 00:18 hs.;Para entregar na coleta do dia 29 de janeiro;-36,78;-26,95;-26,95;;;256,07;4-ALLEGRA-PT
26 de janeiro de 2026 00:09 hs.;A caminho;-23,23;-24,95;-24,95;;;153,84;2-GRUVYER-PT
26 de janeiro de 2026 00:00 hs.;A caminho;-58,65;-44,45;-44,45;;;406,9;6-ALLEGRA-PT
25 de janeiro de 2026 23:48 hs.;Etiqueta pronta para imprimir;-15,83;;;;;63,16;1-ALLEGRA-PT
25 de janeiro de 2026 23:21 hs.;Etiqueta pronta para imprimir;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
25 de janeiro de 2026 23:17 hs.;Etiqueta pronta para imprimir;-13,1;;;;;42,12;1-CREATINA-300G
25 de janeiro de 2026 22:56 hs.;A caminho;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
25 de janeiro de 2026 22:51 hs.;A caminho;-55,89;-23,45;-23,45;;;406,66;6-ALLEGRA-PT
25 de janeiro de 2026 22:50 hs.;Etiqueta pronta para imprimir;-77,28;-56,9;-56,9;;;537,82;4-ALLEGRA-PT
25 de janeiro de 2026 22:35 hs.;Para entregar na coleta do dia 23 de fevereiro;-77,04;-44,45;-44,45;;;548,41;6-ALLEGRA-ND
25 de janeiro de 2026 22:34 hs.;Para entregar na coleta do dia 23 de fevereiro;-308,16;-177,8;-177,8;;;2193,64;6-ALLEGRA-ND
25 de janeiro de 2026 22:28 hs.;Para entregar na coleta do dia 5 de fevereiro;-158,3;;;;;631,6;1-ALLEGRA-PT
25 de janeiro de 2026 22:22 hs.;A caminho;-13,1;-11,99;-11,99;;;42,12;1-CREATINA-300G
25 de janeiro de 2026 22:19 hs.;Etiqueta pronta para imprimir;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
25 de janeiro de 2026 22:14 hs.;Para entregar na coleta de amanhã;-55,66;-28,45;-28,45;;;414,89;4-ALLEGRA-ND
25 de janeiro de 2026 22:01 hs.;Para entregar na coleta de amanhã;-37,6;-55,44;-55,44;;;260,95;4-ALLEGRA-PT
25 de janeiro de 2026 21:59 hs.;Para entregar na coleta do dia 3 de fevereiro;-13,1;;;;;42,12;1-CREATINA-300G
25 de janeiro de 2026 21:57 hs.;Para entregar na coleta do dia 23 de fevereiro;-63,32;;;;;252,64;1-ALLEGRA-PT
25 de janeiro de 2026 21:39 hs.;Para entregar na coleta do dia 5 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
25 de janeiro de 2026 21:38 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
25 de janeiro de 2026 21:36 hs.;A caminho;-55,66;-28,45;-28,45;;;414,89;4-ALLEGRA-ND
25 de janeiro de 2026 21:30 hs.;A caminho;-66,7;-28,45;-28,45;;;484,81;8-CHIFRE-PT
25 de janeiro de 2026 21:28 hs.;A caminho;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
25 de janeiro de 2026 21:27 hs.;Venda cancelada. Não envie.;-37,6;-28,45;-28,45;;-260,95;0;4-ALLEGRA-PT
25 de janeiro de 2026 21:21 hs.;A caminho;-43,06;-28,45;-28,45;;;324,66;4-GRUVYER-PT
25 de janeiro de 2026 21:13 hs.;A caminho;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
